Title,Price,Location_Category,Link,Brand,Model,Condition,RAM,Storage,Description
HP Victus i5 13th Gen + RTX 3050 6GB VGA / 512GB NVME SSD -Laptop,"Rs 279,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-victus-i5-13th-gen-rtx-3050-6gb-vga-512gb-nvme-ssd-laptop-for-sale-colombo-55,,,,Unknown,512 NVME,⭕️මෙමෙ විෂේශ දීමනාව ikman පාරිබොගිකයන් සදහා පමනයි.        ⭕️මෙම දීමනාව ලබා ගැනීමට මෙම දැන්වීම ඉදිරිපත් කලයුතුයි        ☃️💥🔥✨2026 OFFERS ✨🔥💥☃️        💥✨Hurry Up Limited Stocks........        ⭕ ලංකාව තුල විශාලතම සහ ප්රේමුඛතම I MAC.LK ආයතනයට සාදරයෙන් පිලිගන්නවා.        💻 වසර 05 කට වැඩි අත්දැකීම් සමග ඔබ වෙත වඩා විශ්වාසවන්ත ආයතනයක් වශයෙන් ඔබ වෙත උසස්ම තත්වයේ පරිගණකයක් ලබාදීමට අප කටයුතු කරන්නෙමු.        ⭕ ඔබට දැන් ආයතනය තුලින් KOKO APP එක මගින් ගෙවීමෙ ක්රමයට ඕනෑම භාණ්ඩයක් ලබා ගත හැක.        ⭕ වැඩි දුර විස්තර සදහා අපගෙ වෙබ්අඩවියට පිවිසෙන්න .https://imacs.lk/        ------------------------------------I mac.lk------------------------------------------------         ⭕ limited time offer        ⭕ මෙම විශෙෂ දීමනාව Ikman පාරිභෝගිකයන් සදහා පමණයි        ⭕ BRAND NEW LAPTOP         ⭕ BRAND -HP VICTUS 15-FA1657NR        ⭕ PROCESSOR INTEL Core i5-13420H 13th Gen Processor        ⭕ RAM / MEMORY - DDR4 8GB         ⭕ SSD - 512GB NVME SSD CARD        ⭕ SCREEN SIZE - 15.6 INCH LED IPS FULL HD (1920 x 1080) 144Hz Display        ⭕ GRAPHIC - NVIDIA GEFORCE RTX- 3050 6GB VGA        ⭕ HD WEBCAM        ⭕ WINDOWS 11        👉01 YEAR HARDWARE WARRANTY        👉02 YEARS SERVICE WARRANTY        👉📞CALL MORE DETAILS        💻👉I MAC.LK         👉🌍LOCATION : KOTTAWA (OPPOSITE TO DHARMAPALA SCHOOL)
Acer Predator Neo 16 -Ultra 9+RTX 5060 8GB VGA inch Oled-1TB Laptop,"Rs 579,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-predator-neo-16-ultra-9rtx-5060-8gb-vga-inch-oled-1tb-laptop-for-sale-colombo-105,,,,16GB,01 NVME,"☃️💥🔥✨2026 OFFERS ✨🔥💥☃️    💥✨Hurry Up Limited Stocks........    ⭕ ලංකාව තුල විශාලතම සහ ප්රේමුඛතම I MAC.LK ආයතනයට සාදරයෙන් පිලිගන්නවා.    💻 වසර 05 කට වැඩි අත්දැකීම් සමග ඔබ වෙත වඩා විශ්වාසවන්ත ආයතනයක් වශයෙන් ඔබ වෙත උසස්ම තත්වයේ ලබාදීමට අප කටයුතු කරන්නෙමු.    ⭕ koko app එක මගින් ද Payment කිරීමේ හැකියාව ඇත .     ⭕වැඩි දුර විස්තර සදහා අපගෙ වෙබ්අඩවියට පිවිසෙන්න .https://imacs.lk/    -------------------------------------I mac.lk------------------------------------------------    ⭕ මෙම විශෙෂ දීමනාව Ikman පාරිභෝගිකයන් සදහා පමණයි    ⭕ BRAND - Acer Predator Neo 16 -Ultra 9 +RTX 5060 8GB VGA -16 inch OLED/1TB Laptop    ⭕ Processor : intel Core Ultra 9-275HX Turbo Processor up to 5.40 GHz (36MB Intel® Smart Cache )    ⭕ MODEL - ACER PREDATOR HELIOS NEO 16S 16S-71-91AW    ⭕ MEMORY - DDR5 16GB RAM CARD    ⭕ SSD - 01TB NVME SSD CARD    ⭕ SCREEN : 16 inch OLED (2560 x 1600) , IPS , CineCrystal (Glare) , Refresh Rate : 240Hz Display    ⭕ GRAPHIC - NVIDIA GEFORCE RTX 5060 8GB VGA CARD /DEDICATED VGA    ⭕ WINDOWS 11    👉01 YEAR HARDWARE WARRANTY    👉02 YEARS SERVICE WARRANTY    👉📞CALL MORE DETAILS    💻👉I MAC.LK     👉🌍LOCATION : KOTTAWA (OPPOSITE TO DHARMAPALA SCHOOL)"
MSI Modern 15 Core i5 13th Gen 8GB RAM 512GB NVME Laptop,"Rs 218,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-modern-15-core-i5-13th-gen-8gb-ram-512gb-nvme-laptop-for-sale-colombo-111,,,,8GB,512 NVME,☃️💥🔥✨2026 OFFERS ✨🔥💥☃️                                                💥✨Hurry Up Limited Stocks........                                                ⭕ ලංකාව තුල විශාලතම සහ ප්රේමුඛතම I MAC.LK ආයතනයට සාදරයෙන් පිලිගන්නවා.                                                💻 වසර 05 කට වැඩි අත්දැකීම් සමග ඔබ වෙත වඩා විශ්වාසවන්ත ආයතනයක් වශයෙන් ඔබ වෙත උසස්ම තත්වයේ ලබාදීමට අප කටයුතු කරන්නෙමු.                                                ⭕ ඔබට දැන් ආයතනය තුලින් KOKO APP එක මගින් ගෙවීමෙ ක්රමයට ඕනෑම භාණ්ඩයක් ලබා ගත හැක.                                                ⭕වැඩි දුර විස්තර සදහා අපගෙ වෙබ්අඩවියට පිවිසෙන්න .https://imacs.lk/                                                           ----------------------------------I mac.lk------------------------------------------------                                                ⭕ BRAND-NEW LAPTOP / MSI MODERN 15 -I5 13TH GEN + 8GB RAM / 512GB NVME SSD + NEW LAPTOP                                                ⭕ BRAND - MSI MODERN 15 F13MG                                                ⭕ INTEL CORE I5 13TH GEN ( I5 -1334U PROCESSOR )                                                ⭕ RAM / MEMORY - 8GB RAM CARD                                                ⭕ SSD - 512GB M.2 NVME                                                ⭕ SCREEN SIZE - 15.6 INCH FULLHD DISPLAY                                                 ⭕ Intel Iris XE Graphics                                                ⭕ WINDOWS 11                                                👉02 Years Company Warranty                                                 👉📞CALL MORE DETAILS                                                💻👉I MAC.LK                                                 👉🌍LOCATION : KOTTAWA (OPPOSITE TO DHARMAPALA SCHOOL)
Dell Ultrabook SLIM i5 6TH GEN 8GB RAM 256GB SSD Laptop,"Rs 58,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-ultrabook-slim-i5-6th-gen-8gb-ram-256gb-ssd-laptop-for-sale-colombo-1,,,,8GB,256 SSD,"MODEL-DELL LATITUDE E7470INTEL CORE i5 6TH GEN PROCESSOR 8GB RAM (DDR4) (NEW CONDITION)256GB SSD HARDDISK4GB ONBOARD VGAWIFI INBUIKT14"" INCH FULL HD SCREENHD WEBCAMERABACKLIT KEYBOARDWITH ORIGINAL CHARGER BATTERY BACKUP 100%100% WORKING CONDITIONA+++++ GRADE CONDITION NEVER USED IN SRILANKA BRAND NEW CONTITION WINDOWS 11 WITH ALL SOFTWARE FOR FREEREADY TO USE 3 MONTH COMPLETE WARRANTY 2 YEARS SERVICE WARRANTY ONE TO ONE REPLACEMENT WARRANTYWE ACCEPT ALL CREDIT & DEBIT CARDS PAYMENTSRAVI COMPUTERSNO 90, A.G. HINNIAPPUAMY MAWATHA COLOMBO-13MORE DETAILS PLEASE CALL ME SIRTHANK YOU"
Dell 5th gen laptop,"Rs 34,900","Kandy, Computers & Tablets",https://ikman.lk/en/ad/dell-5th-gen-laptop-for-sale-kandy-1,,,,4GB,Unknown,Dell 5th gen laptop 4GB RAM DDR 3500HHD 5h battery backup HD display good condition
DELL Intel Core i7 Laptop 8GB RAM NVIDIA GeForce 920M SSD + HDD,"Rs 40,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/dell-intel-core-i7-laptop-8gb-ram-nvidia-geforce-920m-ssd-hdd-for-sale-kalutara,,,,8GB,120 SSD,"💻 Intel Core i7 Laptop | 8GB RAM | 120GB SSD + 1TB HDD | NVIDIA GeForce 920MLaptop for Sale – Good Working ConditionSelling a reliable Intel Core i7 laptop with both an SSD and large HDD. Suitable for office work, studies, browsing, programming, entertainment and general everyday use.🔹 Specifications•	Processor: Intel Core i7-5500U @ 2.40GHz•	RAM: 8GB•	Storage: 120GB SSD + 1TB HDD•	Graphics: NVIDIA GeForce 920M•	Integrated Graphics: Intel HD Graphics 5500•	Display: 15.6•	Operating System: Linux Lite•	Battery: Working – currently around 63% of original design capacity•	Charger: Original Charger Included •	Condition: Good working conditionSelling because I have an office laptop!Location - 46/14, Bandaragama Road, Wallauwaththa, Kuda Waskaduwa, Waskaduwa."
8GB DDR4 laptop RAM,"Rs 5,500","Kurunegala, Computer Accessories",https://ikman.lk/en/ad/8gb-ddr4-laptop-ram-for-sale-kurunegala-1,,Unknown,,Unknown,Unknown,crucial 8GB Laptop RAM3200 MhzUrgent sell No any errors n
Asus Tuf Gaming Laptop,"Rs 145,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-gaming-for-sale-kandy,,,,6GB,Unknown,Asus tuf gamingryzen 07 3rd gengtx1660 ti 6 gb ram 16 gb256 nvme1tb hardwith back pack.
"Screen Cleaning KIT 3 in 1 - Laptop,TV , Mobile Monitor Glasses",Rs 650,"Colombo, Other Home Items",https://ikman.lk/en/ad/screen-cleaning-kit-3-in-1-laptoptv-mobile-monitor-glasses-for-sale-colombo-1,Unknown,Unknown,,Unknown,Unknown,"www.dshop.lkTo Order Click on ""Chat"" and Send us your Name, Address & Phone number(s)Hotline & Whatsapp :  ඇනවුම් කිරීමට -'Chat' Click කරන්න ඔබගේ නම, ලිපිනය සහ දුරකථන අංකය (ය) අපට එවන්න.ලංකාවේ ඕනෑම තැනකට බෙදාහැරීම සිදු කරයි,   (භාණ්ඩ ලැබුණු පසු මුදල් ගෙවන්න),(100% විශ්වාසය හා ආරක්ෂාව)Visit Us - D Shop, 385/1, 1/1, Galle Road, Wellawatte, Colombo 06.Google us ""D Shopඅප වෙත පිවිසෙන්න -Dshop, 385/1, 1/1, ගාලු පාර, වැල්ලවත්ත, කොළඹ 06.100% Brand New & High Quality 2. Soft brush can gently remove dust and debris without scratches 3. Best for Computer, notebook, LCD television, Digital Camera, DV, keyboard, telephone, mobile phone4. Can be used on notebook, computer, television etc5. Soft, lint-free microfiber cloth cleans, dries and polishes for a clear, non-streak finish 6. Non-aerosol cleaner can wipe fingerprints and smudges away without harsh solvents 7. Absorb the dust efficiently: While wipe cloth increased the contact area, thus suck away the dust quickly and efficiently, and hide the dust 8. Removing the greasy dirt quickly: Adoption close oil fiber, can adsorb the oil material quickly, but need not to wipe hardly, reduced to fine surface friction 9. Suitable for cleaning LCD surfaces and helping restore and maintain brightness and clarity."
Laptop Keyboard HP Probook 840 G5-450 G6 Replacing Service,"Rs 2,500","Colombo, Domestic Services",https://ikman.lk/en/ad/laptop-keyboard-hp-probook-840-g5-450-g6-replacing-service-for-sale-colombo,Unknown,Unknown,Unknown,Unknown,Unknown,"ARE YOU GOING TO BUY CHEAPEST QUALITY HIGH PRICES.DONT WAISTE YOUR VALUBLE MONEY FOR CHEPEST,WE ARE SELLING LAPTOP PARTS WITH WARANTY ORIGINALS , ORIGINAL EQUIMENT MANUFACTURE PRODUCTS AND RELPLACEMENTS VISIT US OUR SHOP OR ONSITE FREE FIXING REPLACE VARIOUS MODELS (***BATTERY-KEYBOARDS-CHARGERS-SCREENS-SSD-M.2 ETC....***) BRAND NEW STOCK RECEIVED WITH LATEST KEYBOARDS-BATTERIES-CHARGERS- PROCESSOR(CPU)COOLING FANS-INBUILD SPEAKERS-SCREENS HD IPS FULL(1080P)HD(720P)-SSD SATA-NVME.M.2-DISPLAY RIBBONS AVAILABLE FIXING-REPLACING-REPAIR SERVICEthe Best and Most Affordable, Long Lasting, Responsible Laptop Keyboard Is the Best Thing for The Home without Having to Worry About It All Over the Place.(((door Step Free Delver On-Time)අනර්ග නිමාවෙන් යුක්ත දීර්ග කාලින වැඩ කල හැකි , වගකීමක් සහිත Laptop Batteries Keyboards Chargers තැන් තැන් වල රස්තියාදු නොවී හොදම දේ අඩුවට නිවසටම INSTALTION SHOULD BE DONE ONSITE AS WELLSPECIALLY RETAILELER ARE WELCOMEGOODS SAFE DELIVER ON-TIMEFURTHER INFOMATION VISIT OR CONTACT US FC TECHNOLOGIES COMPUTER LAPTOP REPAIR AND ACCESSORIES SHOPSHOWROOM LOCATED,NO4 WOODLAND AVENUE, KOHUWALA NUGEGODA.OUR SALES NOT STREET SALES...GENUINE OFFICIAL PROFFESSIONAL,IT PRROF OUR PRODUCTS ONE OF BEST SELERS TEAM ON IKMAN SINCE 2014(10 YEARS NEAR (2014) OF SUCCESS TRUSTFULL SERVICE FROM IKMAN)..... WITH 100% OUR PRIROTY GIVING AFTERSALES WITH WARRANTY BEST SERVICE FOR CUSTERMERS...((FREE DELIVER REPLACING COLOMBO AREAS WITHIN 1 HOUR ,OUTSTATION CAN ARRANGE)Full time Service for you Convenient (Onward Monday to Friday Including Saturday and Sunday)I READY TO BE COVER ALL AREAS,WHERE EVER YOU STAY ((TRAVELING COLOMBO AND ISLAND WIDE COVER))..LAPTOP BATTERY-LAPTOP KEYBOARD-LAPTOP CHARGER-LAPTOP RAM-COMPUTER PROCESSOR DESKTOP-LAPTOP SERVICE-COMPUTER SERVICE-SSD-NVME-M.2 REPLACING SERVICE-LAPTOP DISPLAY-SCREEN-COMPUTER SERVICING-LAPTOP SERVICE-LAPTOP SERVICING-LAPTOP REPAIR-COMPUTER REPAIR-COMPUTER REPAIR-LAPTOP REPAIRING-COMPUTER REPAIRINGඔබට පහසු වෙලාවක දවස පුරා කඩිනම් විශ්වසනීය සේවය ඔබටColombo 1 2 3 4 5 6 7 8 9 10 11 12 13 14 Nugegoda, Maharagama, pannipitiya, Kottawa, Homagama, Godagama, Meegoda, Meepe, Padukka, Horana, Pokunuwita, Gonapola, Kahathuduwa, Kesbewa, Piliyandala, Boralesgamuwa, Pepiliyana, Kohuwala, Dehiwala, Attidiya, Galkissa, Rathmalana, Katubedda, Moratuwa, Mattegoda, Rukmalgama.."
Msi GF65 Thin Gaming Laptop,"Rs 200,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/msi-gf65-thin-gaming-laptop-for-sale-kandy,,,,16GB,512 SSD,"Msi GF65 Thin Gaming Laptop i7 10500H Processor 16gb ram 512gb ssd RTX 2060 6GB vga Backlight keyboard Superb condition BACKPACK, original charger **Battery replaced 🏠️Kandy/Badulla ☎️"
HP Victus 15 Gaming Laptop,"Rs 160,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/victus-15-gaming-laptop-for-sale-colombo,,,,Unknown,512 NVME,"🔥 HP Victus 15 Gaming Laptop 🔥Looking for a powerful laptop for gaming, work, or studies? This HP Victus 15 is in excellent condition and performs flawlessly.Specifications:✅ Intel Core i5-12450H (12th Gen)✅ NVIDIA GeForce GTX 1650 4GB Dedicated Graphics✅ 16GB DDR4 RAM (3200MHz)✅ 512GB NVMe SSD✅ 15.6” 144Hz Full HD Display✅ Windows 11Perfect for:🎮 Gaming (GTA V, Forza Horizon 6, etc.)🎬 Video Editing💻 Programming🎓 University & Office Work✔️ Well maintained✔️ Smooth and fast performance⚠️Camera not workingSerious buyers only, please."
Dell I5 6th Gen Laptop,"Rs 27,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-i5-6th-gen-laptop-for-sale-colombo-261,,,,Unknown,Unknown,"Model : Dell Latitude E5470i5 6th gen8gb DDR4 RAMNo HDDWith original chargerNote: Battery,keyboard, touchpad need to replace.Wireless keyboard and mouse combo pack free with 2 years warranty."
Acer Aspire E5-576 Laptop,"Rs 28,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-aspire-e5-576-laptop-for-sale-colombo,,,,4GB,500 HDD,"i3 7th gen4gb ram500gb HDD15.6"" displayPrice negotiable DM for more information"
Asus Tuf Gaming A15 Laptop,"Rs 280,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-gaming-a15-laptop-for-sale-kalutara,,,,Unknown,512 SSD,"ASUS TUF Gaming A15 FA506NCR – Urgent Sale🇺🇸 Imported from USA⏱️ Used only for 1 month✨ Excellent / Like-new conditionSpecifications* 💻 Model: ASUS TUF Gaming A15 FA506NCR* ⚡ Processor: AMD Ryzen 7 7435HS — 3.10 GHz* 🎮 Graphics: NVIDIA GeForce RTX 3050 Laptop GPU 4GB* 🧠 RAM: 8GB DDR5 — 4800 MT/s* 💾 Storage: 512GB SSD * 🪟 OS: Windows 11 64-bit* 🔌 Original charger included✅ Fully working✅ No issues✅ Very lightly used🎮 Great for gaming, editing, studies & work💰 Price: Rs.280,000📍 Location: Beruwala⚡ Urgent sale — serious buyers only.📞 Contact:"
Intel i7 8th Gen Laptop,"Rs 55,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/intel-i7-8th-gen-laptop-for-sale-gampaha,,,,8GB,1 HDD,"intel(R) Core(TM) i7 8565U 8TH Gen Processor1TB HDD8GB RAM Intel(R) HD Graphics + AMD Redon 520 GraphicsOriginal AC AdaptorNote :Keyboard No ""6"" Not working (Numaric pad no 6 is working)Battery Not woking"
DDR4 8GB 3200MHZ Laptop RAM,"Rs 13,500","Galle, Computer Accessories",https://ikman.lk/en/ad/ddr4-8gb-3200mhz-laptop-ram-transcend-1-year-used-only-for-sale-galle-1,,Unknown,,Unknown,Unknown,DDR43200MHZ8GB LAPTOP RAMTRANSCENDTop condition
DDR4 4GB 3200MHZ Laptop RAM Samsung,"Rs 6,000","Galle, Computer Accessories",https://ikman.lk/en/ad/ddr4-4gb-3200mhz-laptop-ram-samsung-1-year-used-only-for-sale-galle,,Unknown,,Unknown,Unknown,DDR43200MHZ4GB LAPTOP RAMSAMSUNGTop condition
Dell Laptop i7,"Rs 32,000","Galle, Computers & Tablets",https://ikman.lk/en/ad/dell-laptop-i7-for-sale-galle,,,,8GB,512 SSD,⭕Dell laptop⭕intel i7-5500 CPU⭕8GB ram⭕Add 512GB ssd  card ⭕Windows 11 installed ⭕1st owner ⭕original charger available⭕no errors⭕New battery replaced කරන්න ඕන⭕Charger එකට ගහගෙන වැඩ කරන්න පුලුවන්⭕Display වැඩ එත් පොඩි ඉරක් තියෙනවා screen එකේ colour patch මුකුත් නැ⭕Speed වැඩ කරගන්න පුලුවන් වෙන මුකුත් අවුලක් නැ ⭕ගාන වෙනසක් කරගන්න පුලුවන්
