Brand,Vehicle_Type,Title,Fuel Type,Engine (cc),Condition,Gear,Price,Location,Mileage,Options,More_Details,Listing_URL
Mitsubishi,SUV,Mitsubishi Montero 2001 SUV (Used),Petrol,3500,Registered (Used),Automatic,Negotiable,Homagama,"160,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Mitsubishi Montero  
Manufactured 2001
Registered 2004
Air condition 
Power Steering
Power Shutters
Power mirrors 
Automatic transmission 
Sun roof (100% working)
4wd (working)
3500cc 
Air bags 
ABS
Cruise controller 
Original black leather interior 
Electric seat
Seven seater 
Dual ac
New four tyres 
Clear document 
(Care drive valuation 115/-)
7 Tax papers available 
Leasing facilities can be arranged 8 million within one day with any finance company or bank
Exchange consider 
9,475,000/- (Price can negotiable after inspection)
(Lowest price in town !!!!!)
Can be seen at Homagama 
Call for more details ☎️
0716900018
0718880120",https://riyasewana.com/buy/mitsubishi-montero-sale-homagama-11663466
Honda,SUV,Honda Vezel RS LED 2018 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 12,750,000",Colombo,"82,500 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Vezal Rs LED head lamp face Lift 
3rd owner all service record available 
Dvd with reves camera price negotiation after inspection",https://riyasewana.com/buy/honda-vezel-rs-sale-colombo-11663451
DFSK,SUV,DFSK Glory I-Auto 2021 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 9,500,000",Colombo,"21,500 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","CBM-####
White Color 

Genuine Low Milege 21,500 km
(Service Bill,Company Maintenance Bill, Emissions Reports are Available)

DFSK Glory i-Auto Luxury Intelligent,Fully Loaded, Comfartable SUV Jeep.

🔴7 Seater.
🔴Original Tyres.
🔴Fuel consumption :
     City 8kmL
     Highway 14-15 kmL 
🔴New Amaron Battery
     (3 years warranty)
🔴A-Z Company Maintained.
     (United Motors)
🔴YOM & YOR : 2021
🔴Original 2 Intelligent
     Smart Key.
🔴Full 3M Tinted Glass,
     3M Carpets,
     3M Door Guard.
🔴Premium Window Curtains.",https://riyasewana.com/buy/dfsk-glory-i-auto-sale-colombo-11663444
Toyota,SUV,Toyota Land Cruiser Prado 2010 SUV (Used),Petrol,2700,Registered (Used),Automatic,"Rs. 30,500,000",Colombo,"71,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","2010 Toyota Land Cruiser Prado 150 TX 

Late Import - Registration in 2019

CBM VIP Number

Low Mileage - 71000km

WALD body kit 

Pearl White Exterior

Beige leather interior

12 way speaker sound system

Original Kenwood player 

Cruise control

Dual Electric seats

Heated seats

Glass sunroof

Push start

Led headlamps

7 seater - 3rd row electric seats

Blindspot camera

Negotiable 

Available for inspection",https://riyasewana.com/buy/toyota-land-cruiser-sale-colombo-11650056
Honda,SUV,Honda Vezel RS 2016 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 11,500,000",Colombo,"147,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]",First owner. Can be seen at Havelock City. Call 0777718910 for details.,https://riyasewana.com/buy/honda-vezel-rs-sale-colombo-11661067
Nissan,SUV,Nissan X-Trail 2005 SUV (Used),Petrol,2500,Registered (Used),Automatic,"Rs. 6,000,000",Kalutara,"163,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER WINDOW""]","2005, Auto Gear, 4 Wheel Drive,In Superb Condition, New  Tyres, Kenwood Original Subwoofer, 163K + km done, Reverse Camera, New Stereo Setup, New seat  covers, All running repairs done. At Kalutara, Expect 6.0 million (Negotiable), Contact 755841849 for   more details.",https://riyasewana.com/buy/nissan-x-trail-sale-kalutara-11619509
Suzuki,SUV,Suzuki Fronx 2026 SUV Brand New,Petrol,998,Brand New,Automatic,Negotiable,Colombo,1 km,"[""AIR CONDITION""]","BRAND NEW SUZUKI FRONX ALPHA SMART HYBRID (TURBO) 2026 TOP GRADE  *
PRICE- CIF CHARGE USD 16,500
Colour- WHITE 
BRAND NEW /0 MILEAGE  *
HIGHEST GRADE (ALPHA)  *
998CC SMART HYBRID TURBO Boosterjet ENGINE  *
ALLOY WHEELS  *
PUSH START / KEYLESS ENTRY  *
AUTOMATIC TRANSMISSION  *
HEADUP DISPLAY  *
CLIMATE CONTROL  * 
REAR A/C VENTS  *
LED PROJECTOR HEAD LIGHTS  
ROOF RAILS  *
SAFETY BRAKE SYSTEM  * 
PARKING SENSOR  *
CRUISE CONTROL  *
POWER SHUTTER/POWER MIRROR  * ADJUSTABLE SEATS  *
AIRBAG  * 
FABRIC TWO-TONE INTERIOR       


Pls contact us for further details. Motor Bay International Colombo. Call / WhatsApp 0707556513",https://riyasewana.com/buy/suzuki-fronx-sale-colombo-11663440
Nissan,SUV,Nissan Patrol Y61 ZD30 2015 SUV (Used),Diesel,3000,Registered (Used),Automatic,"Rs. 31,000,000",Battaramulla,"81,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Nissan Patrol Y61 : ZD30 – 3.0L Turbo
Year of Manufacture: 2014 
Year of Registration: 2015
Accident Free 
Fuel - Diesel 
3rd owner

Unused 3rd Row Seats
Exterior & Interior in 100% Mint Condition 
Fully Maintained & Serviced by AMW up to 2025
A-Z Service Records Available 
Emission Test Reports (A-Z) 
Revenue License (A-Z) 
7 Luxury Tax Paid Receipts (A-Z)",https://riyasewana.com/buy/nissan-patrol-y61-sale-battaramulla-11663439
Audi,SUV,Audi Q7 2017 SUV (Used),Petrol,2000,Registered (Used),Automatic,"Rs. 28,500,000",Colombo,"77,500 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","AUDI Q7 

    ▪️Reg - Jan, 2017, (YOM Late 2016)

    ▪️Carefully Used

    ▪️Brown Leather Seats

    ▪️Maintenance - Drive One Imported and fully Company Maintained

    ▪️Engine - 2.0L Turbocharged Petrol

    ▪️All Wheel Drive Vehicle (AWD)

    ▪️7 Seater - 3rd Row Electric

    ▪️Soft Close Doors

    ▪️Front Electric Seats with Memory Function

    ▪️Electric Tailgate / Boot For Added Convenience

    ▪️Multifunctional Steering Wheel

    ▪️Audi 20 inch Wheels",https://riyasewana.com/buy/audi-q7-sale-colombo-11663422
Daihatsu,SUV,Daihatsu Terios Premium 2014 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 7,850,000",Negombo,"67,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Brand new imported, second owner low mileage, original conditions, selected 4WD, 00393619103077 message in the evening,",https://riyasewana.com/buy/daihatsu-terios-premium-sale-negombo-11663393
MG,SUV,MG ZS 2019 SUV (Used),Petrol,1000,Registered (Used),Automatic,"Rs. 8,950,000",Gampaha,"45,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","2019, low mileage. All records are available. Company maintained. Transmission oil changed when 40,000km done. 3M tinted glasses. 3D carpets. New Tyres. Original vehicle. Just buy and run. Can seen at gampaha, Imbulgoda. Contact 0772090622",https://riyasewana.com/buy/mg-zs-sale-gampaha-11663392
Honda,SUV,Honda Vezel 2015 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 10,300,000",Moratuwa,"100,000 km",[],"•YOM- 2015

•YOR - 2015

•Bought this vehicle from the 2nd registered owner

•Mileage 100,000 (All the service records available)

•New replaced 12v battery (still under 2 years warranty)

•License insurance up to date

•Home used vehicle

•Black package with full leather seats



Repairs and replacements done recently (Bills available of all the things)

•Dual clutch repaired recently

•Ac system serviced and replaced fan motors recently

•Rear hub racers replaced recently

•Engine tuneup done recently

•All four new tires and new 12v battery

•Full body cut and polish done recently



•No any hidden errors

•Nothing to do, just buy and ride

•The vehicle can be seen in Moratuwa

•Pls call 0761544246",https://riyasewana.com/buy/honda-vezel-sale-moratuwa-11663379
Toyota,SUV,Toyota Prado 2024 SUV (Used),Petrol,2700,Registered (Used),Automatic,"Rs. 57,500,000",Trincomalee,"24,700 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Toyota Land Cruiser 
First edition 
YOM:2024
Brand new condition 
More details to contact",https://riyasewana.com/buy/toyota-prado-sale-trincomalee-11663371
Land-Rover,SUV,Land-Rover DEFENDER P300 2025 SUV Unregistered (Recondition),Petrol,3000,Unregistered (Recondition),Automatic,Negotiable,Colombo,"2,800 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","!! FOR SALE !!

2025 LAND ROVER DEFENDER 110 

P300 ( Straight Petrol ) 

Highest Possible Spec ! 

2025 Manufacturerd 
Km 2800
Sliding Sunroof 
Height Control 
Meridian Sound System 
360 Camera 
Electric Seats 

2 Yrs Engine & Gear Box Warranty 
With Free Services

Visit Prior Appointment For Serious 
Buyers Only   

Please do not contact if you are a broker or engaged in a business of buying and reselling vehicles.

Leasing / Bank loan Facilities can be arranged for a flexible rate with least documents",https://riyasewana.com/buy/land-rover-defender-p300-sale-colombo-11602160
Micro,SUV,Micro Tivoli 2018 SUV (Used),Petrol,1600,Registered (Used),Automatic,"Rs. 7,500,000",Kandy,"76,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]",,https://riyasewana.com/buy/micro-tivoli-sale-kandy-11663363
Honda,SUV,Honda CRV Japan 2020 SUV (Used),Petrol,1500,Registered (Used),Automatic,"Rs. 18,500,000",Dehiwala-Mount-Lavinia,"100,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Honda CRV JAPANESE YOM 2020 YOR 2020, SUNROOF, 7 seater, leather electric seats, Honda sound system, 1st owner, maintained by agent,",https://riyasewana.com/buy/honda-crv-japan-sale-dehiwala-mount-lavinia-11663360
BMW,SUV,BMW X1 2018 SUV (Used),Petrol,1000,Registered (Used),Automatic,Negotiable,Colombo,"120,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","BMW X1 For Sale 
Location Colombo 
YOM 2018
YOR 2019
S Driver 18i
CBG xxxx Number 
2nd Owner 
Doctor Used 
120000km
All Record's available 
Power boot 
Without Sunroof 
Car is in superb Condition 
No pending repairs 
All 4 Tyres 90%
Contact 0743548777/0712085279",https://riyasewana.com/buy/bmw-x1-sale-colombo-11663352
Honda,SUV,Honda Vezel Rs 2017 SUV (Used),Hybrid,1500,Registered (Used),Automatic,"Rs. 11,700,000",Kurunegala,"114,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]",,https://riyasewana.com/buy/honda-vezel-rs-sale-kurunegala-11663351
Toyota,SUV,Toyota Harrier Hybrid 2008 SUV (Used),Hybrid,3310,Registered (Used),Automatic,Negotiable,Negombo,160 km,"[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Toyota Harrier MHU38 Hybrid 4WD
Beige Interior 
YOM 2008
YOR 2011
1st Owner 
160000km
Dual Electric Seats
Fully Toyota Lanka Maintained 
Battery, ABS, Inverter replaced recently...

Urgent Sell due to upgrade 
Strictly no open papers given 

Call for more information...
0774548980",https://riyasewana.com/buy/toyota-harrier-hybrid-sale-negombo-11663343
Mitsubishi,SUV,Mitsubishi Outlander 2015 SUV (Used),Petrol,2400,Registered (Used),Automatic,"Rs. 13,700,000",Kaduwela,181 km,"[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Mitsubishi Outlander 2015 4WD Full Petrol 7 Seater 

• 1st Owner
• YOM & Registration 2015
• 181,000 Kms Done 
• Imported & Maintained Throughout By UNITED MOTORS
• A to Z Maintenance & Emmission Records Available
• 2.4L MIVEC Petrol Engine 
• Automatic Transmission
• 4WD
• Push Start
• Smart Key
• 7 Seater
• Paddle Shift 
• Traction Control
• LED Head Lights
• Daytime Driving Lights
• Dual Multifunction Steering Wheel
• Cruise Control 
• Airbags
• ABS Brakes
• DVD Player With Bluetooth & Reverse Camera
• Fog Lamps
• Winker Mirrors 
• Factory Fitted 18 Inch Alloy Wheels
• Untouched Spare Wheel & Tool Kit
• Service & User Manual Available

• Zero Accidents 

• No Pending Repairs

• Vehicle Is In Brand New Condition!

• Price 13,700,000/- Negotiable After Inspection

• Leasing Facilities Can Be Arranged

LAKMAL MOTOR TRADERS (PVT) LTD.
Kothalawala, Kaduwela.",https://riyasewana.com/buy/mitsubishi-outlander-sale-kaduwela-11663309
Mazda,SUV,Mazda Tribute 2002 SUV (Used),Petrol,1800,Registered (Used),Automatic,"Rs. 5,150,000",Kaduwela,"125,500 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Mazda Tribute 4*4
===============
🌀 Location - Kaduwela 
🌀 Brand –Mazda 
🌀 Model – Tribute
🌀 Condition – Used 
🌀 Year of manufacture -2002
🌀 Year of registration - 2006
🌀 Mileage – 125000Km
🌀 Fuel type – Petrol  
🌀 Transmission - Auto
🌀 Lady Used Vehicle 
🌀 Engine capacity – 1980
🌀 Price - Rs.5,150,000/= (Negotiable) 

 Call me for more details
 0713086773 
 0727086773
 0711086773",https://riyasewana.com/buy/mazda-tribute-sale-kaduwela-11663261
Micro,SUV,Micro Rexton 2015 SUV (Used),Diesel,2000,Registered (Used),Automatic,"Rs. 10,600,000",Kaduwela,"115,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Rexton W 2015 power up model 
1st owner 
Brand new purchased in Year 2015 October
 115,000km genuine mileage
 Both side electric seats 
Sunroof 
Speed sensing power steering
 4WD High Low Option
 HDC, Rain sensing wipers
 Highest spec
 All options working perfectly
 All maintenance records available from day 1 
Perfectly maintained without any pending repairs
 Vehicle is in perfect condition 
Price 10,600,000 /= Price Can be negotiable After Inspection
Quick Sale Vehicle can be seen @ R.R Auto Mart Kaduwela.
Call 0713086773 / 0727086773 / 0711086773   
✔ ලිසිං පහසුකම්   9 Million දක්වා ලබාදිය හැක.",https://riyasewana.com/buy/micro-rexton-sale-kaduwela-11663249
Honda,SUV,Honda VEZEL RS 2026 SUV Brand New,Hybrid,1500,Brand New,Automatic,"Rs. 19,500,000",Matara,50 km,"[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Brandnew honda vezel RS for sale

Blind monitor sensor
Cruise control 
Lane assist 
Safety brake system
Power boot
Original Honda connect player
Wireless charging
RS Limited dark chrome alloywheels 
RS red stitching seats

0️⃣7️⃣1️⃣2️⃣4️⃣4️⃣4️⃣5️⃣5️⃣5️⃣",https://riyasewana.com/buy/honda-vezel-rs-sale-matara-11663150
Toyota,SUV,Toyota Land Cruiser Prado TRJ120 2006 SUV (Used),Petrol,2700,Registered (Used),Manual,"Rs. 13,500,000",Ja-Ela,"100,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","2006 
KB Numbers
Fully maintained throughout Agent 
Fully loaded with Sun roof Line AC touch AC 
Threezone climate change AC
Superb condition 
2nd registered owner
Clear documents genuine jeep with zero accident certified",https://riyasewana.com/buy/toyota-land-cruiser-sale-ja-ela-11663144
Toyota,SUV,Toyota Raize 1200 Z Hybrid 2026 SUV Unregistered (Recondition),Hybrid,1200,Unregistered (Recondition),Automatic,"Rs. 14,650,000",Kadawatha,0 km,"[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","Exterior Features (Z Grade Full Option)
Auction grade S
Premium Exterior Equipment
•	Full LED Headlights 
•	LED Daytime Running Lights (DRL) 
•	LED Fog Lamps 
•	Sequential Turn Signals 
•	17-inch Alloy Wheels 
•	Smart Keyless Entry 
•	Push Start Button 
•	Auto Retractable Mirrors 
•	Two-tone body options available 
•	Shark-fin antenna 
•	Roof spoiler
Cabin & Comfort
•	Digital Meter Cluster 
•	7-inch TFT Multi-info Display 
•	Multifunction Steering Wheel 
•	Automatic Climate Control A/C 
•	Leather-wrapped Steering & Gear Knob 
•	Seat Heaters (front) 
•	Rear Split Seats (60:40) 
•	Large luggage space 
•	Multiple storage compartments 
•	Red accent interior trim (Z Grade) 
Infotainment
•	9-inch Touchscreen 
•	Apple CarPlay 
•	Android Auto 
•	Bluetooth 
•	USB Fast Charging 
•	Premium Surround Audio
Safety Features (Toyota Smart Assist)
The Hybrid Z Grade is loaded with advanced safety tech.
Safety Package Includes
•	Adaptive Cruise Control (ACC) 
•	Lane Keep Assist (LKA) 
•	Lane Departure Warning 
•	Collision Mitigation Braking 
•	Pedestrian Detection 
•	Blind Spot Monitor (BSM) 
•	Rear Cross Traffic Alert (RCTA) 
•	Parking Sensors 
•	360° Camera 
•	Hill Start Assist 
•	ABS Brakes 
•	Vehicle Stability Control (VSC) 
•	Traction Control 
•	Automatic High Beam 
•	8 Airbags 
Driving Experience
•	Excellent fuel economy 
•	Easy city driving 
•	High seating position 
•	Very light steering 
•	Smooth hybrid operation 
•	Loaded with modern tech 
Just cleared, 146.5 Laks, Call 0711 722 206 / 071 6893690",https://riyasewana.com/buy/toyota-raize-1200-sale-kadawatha-11663138
Mitsubishi,SUV,Mitsubishi MONTERO SPORT 2012 SUV (Used),Diesel,2500,Registered (Used),Automatic,Negotiable,Matara,"209,000 km","[""AIR CONDITION"", ""POWER STEERING"", ""POWER MIRROR"", ""POWER WINDOW""]","MITSUBISHI MONTERO SPORT 

KT - ####
Manufactured in 2011/12
Registered in 2012/03
Company Brand New 
Diesel 
1st Registered Owner 
Original Book 
Up to Date Clear Documents 
All Luxury Tax Receipts Available 
All Import Documents Available 
2500cc
4D56 Intercooler Turbo Engine 
Automatic/Triptronic Transmission 
4WD
209,000 Kms Done 
Genuine Mileage 
All Emission Tests Records Available 
All Service Records Available 
A to Z All Records Available 
Fully Company Maintained
Original Paint 
Totally Accident Free 
Original Beige Colour Fabric Interior in Mint Condition 
Teak Interior 
7 Seater
Multi Function Steering Wheel 
Cruise Control 
Climate Control 
Dual A/C
3rd Row A/C
Full Options 
ABS
Air Bags
Original Factory Fitted Hood Railings & Side Steps
Original Factory Fitted Remote Key 
2 Keys Available 
Original Catalogue Available 
16"" Original Factory Fitted Alloy Wheels 
Brand New Japanese Dunlop Tyres 
New Battery
Android Setup 
Bluetooth,USB,Reverse Camera, Front Camera & Subwoofer 
Nothing to Do Just Buy & Drive Genuine,Luxury SUV with Complete History. 

One of the Best Very Carefully Maintained Absolutely Mint & Pristine Condition MONTERO SPORT for Immediate Sale.",https://riyasewana.com/buy/mitsubishi-montero-sport-sale-matara-11663120
