title,Brand_Cleaned,Model_Cleaned,Storage_GB,RAM_GB,Connectivity_Cleaned,Screen_Size,Condition_Cleaned,Location_Cleaned,Price_Cleaned
Apple iPad Air 8 M4 128GB Cell,Apple,Ipad Air,128.0,6.0,WiFi / Standard,10.0 Inch,Used,Colombo,287990.0
Apple iPad Air 8 M4 11 128GB Wifi,Apple,Ipad Air,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,247990.0
Apple iPad Air 7 M3 11 256GB Cellular,Apple,Ipad Air,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,279990.0
Apple iPad A16 11th Gen 128GB Cellular,Apple,Ipad,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,189990.0
Apple iPad A16 11th Gen 128GB Wifi,Apple,Ipad,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,154490.0
Xiaomi Pad Pro 5G 8GB|256GB,Xiaomi,Mi Pad,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,126990.0
Samsung Galaxy Tab S10 Lite 8GB/256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,132490.0
Samsung Galaxy S10 Lite 6GB/128GB 5G,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,123490.0
Xiaomi Pad Pro 5G 6GB|128GB,Xiaomi,Mi Pad,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,114490.0
Samsung Galaxy Tab S10 Lite 8GB/256GB WIFI,Samsung,Galaxy Tab S10,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,132490.0
Redmi Pad 2 8GB|256GB,Redmi,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,92990.0
Samsung Galaxy Tab A11 4GB/64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,49990.0
Redmi Pad 2 4GB|128GB,Redmi,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,70490.0
Apple iPad A16 128GB,Apple,Ipad,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,189990.0
Apple iPad A16 128GB Wifi,Apple,Ipad,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,154490.0
Honor Tab X7 4GB/128GB,Honor,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,46990.0
Honor Tab X8b 4GB/128GB,Honor,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,86990.0
Samsung Galaxy Tab A11 8GB/128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,66490.0
Honor Tab X9A with Cover 8GB|256GB,Honor,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,104990.0
Samsung Galaxy A11 4GB/64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,49990.0
Samsung Galaxy S10 FE Plus 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,172490.0
Honor Tab X9A with Pen 8GB|256GB,Honor,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,111490.0
Samsung Galaxy S10 FE Plus 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,172490.0
Oscal Pad 200 6GB|256GB|002,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,82990.0
Samsung Galaxy Tab S10 FE 12GB/256GB 5G,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,204490.0
Samsung Galaxy S10FE 12GB/256GB WIFI,Samsung,Standard Tablet,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,157490.0
Oscal Tab Bolt 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,64990.0
Samsung Galaxy Tab S10 Lite 8GB/256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,132490.0
Oscal Pad 9 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,55990.0
Samsung Galaxy S10 Lite 6GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,100490.0
Oscal Pad 7 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,55990.0
Samsung Galaxy Tab A11 Plus 6GB/128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,82490.0
Honor Pad X8B 4GB/128GB,Honor,Pad X8,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,87990.0
Blackview Tab Zeno 5 58GB|128GB,Blackview,Zeno 5,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,65990.0
Blackview Zeno 10 6GB/128GB,Blackview,Zeno 10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,75990.0
Blackview Tab Mega 2 12GB|256GB,Blackview,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,87490.0
Blackview Zeno 5 8GB/128GB 00,Blackview,Zeno 5,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,66990.0
Blackview Tab Zeno 10 6GB|128GB,Blackview,Zeno 10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,74990.0
Blackview Tab 60 Pro 4GB|128GB,Blackview,Tab 60,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Xiaomi Redmi Pad Pro 5G,Xiaomi,Redmi Pad Pro,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Colombo,127990.0
Xiaomi Redmi Pad 2 4GB/128GB,Xiaomi,Redmi Pad,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,71490.0
Blackview Tab Link 2 WIFI 4GB|128GB,Blackview,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,42490.0
Oscal Bolt 2 8GB/128GB,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,65990.0
Oscal Pad 9 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Greentel Tab A10 Pro 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,50990.0
Oscal Pad 7 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Greentel Tab A9 Pro 4GB|64GB,Other,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,37990.0
Samsung Galaxy S10 FE Plus 8GB/128GB 5G,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,190490.0
Samsung Galaxy S10 FE Plus 8GB/128GB 5G,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,190490.0
Samsung Galaxy S10 Fe 256GB/12GB WIFI,Samsung,Standard Tablet,64.0,4.0,WiFi Only,10.0 Inch,Brand New,Colombo,157490.0
Blackview Link 2 Wifi 4GB/128GB 05,Blackview,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,42490.0
Samsung Galaxy S10 FE Plus 8GB/128GB 5G 05,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,190490.0
SAMSUNG S10 FE PLUS 8GB/128GB 5G 05,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,190490.0
Samsung Galaxy S10 Lite 6GB/128GB 05,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,100490.0
Samsung Galaxy Tab S10 FE Plus WIFI 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,172490.0
Oscal Pad 200 6GB/256GB 02,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,83990.0
Samsung Galaxy Tab S10 FE Plus 5G 8GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,232490.0
Samsung Galaxy Tab S10 FE Plus 5G 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,190490.0
Samsung Galaxy Tab S10 FE 5G 12GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,204490.0
Samsung Galaxy Tab S10 FE WIFI 12GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,157490.0
Samsung Galaxy Tab S10 FE 5G 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,157990.0
Samsung Galaxy S10 FE Plus 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,172490.0
Samsung Galaxy S10 FE Plus 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,172490.0
Samsung Galaxy Tab S10 FE WIFI 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,124990.0
Samsung Galaxy Tab S10 FE 12GB/256GB 5G,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,204490.0
Samsung Galaxy Tab S10 Lite 5G 8GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,146490.0
Samsung Galaxy Tab S10 LITE 8GB/256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,146490.0
Samsung Galaxy Tab S10 Lite 5G 6GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,123490.0
Samsung Galaxy Tab S10 LITE 8GB/256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,146490.0
Samsung Galaxy Tab S10 Lite 8GB/256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,132490.0
Samsung Galaxy S10 Lite 6GB/128GB 5G,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,123490.0
Samsung Galaxy Tab S10 Lite WIFI 8GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,132490.0
Samsung Galaxy Tab S10 LITE 8GB/256GB WIFI 05,Samsung,Galaxy Tab S10,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,132490.0
Samsung Galaxy Tab S10 Lite WIFI 6GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,101490.0
Samsung Galaxy Tab A11 4GB/64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,49990.0
Apple iPad A16 128GB,Apple,Ipad,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,189990.0
Apple iPad A16 128GB Wifi 04,Apple,Ipad,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,154490.0
11'' Redmi Pad 2 8GB 256GB,Redmi,Standard Tablet,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Gampaha,87950.0
Samsung Galaxy Tab A11 Plus 5G 6GB/128GB,Samsung,Galaxy Tab A11,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,82490.0
Samsung Galaxy Tab A11 8GB|128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,66490.0
Samsung Galaxy Tab A11 4GB|64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,49990.0
Apple iPad A16 128GB Wifi,Apple,Ipad,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,154490.0
Samsung Galaxy Tab A11 8GB/128GB 05,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,66490.0
Samsung Galaxy A11 4GB/64GB 05,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,49990.0
Samsung Galaxy S10 FE Plus 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,172490.0
Samsung Galaxy S10 FE Plus 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,172490.0
IPAD A16 128GB,Apple,Ipad,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,147990.0
Samsung Galaxy Tab S10 FE 12GB/256GB 5G,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,204490.0
SAMSUNG S10FE 12GB/256GB WIFI 05,Samsung,Standard Tablet,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,157490.0
Samsung Galaxy Tab S10 Lite 8GB/256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,132490.0
Samsung Galaxy Tab S10 Lite 8GB/256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,132490.0
Samsung Galaxy S10 Lite 6GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,100490.0
Samsung Galaxy Tab A11 Plus 6GB/128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,82490.0
Honor Pad X8B 4GB/128GB,Honor,Pad X8,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,87990.0
Blackview Zeno 10 6GB/128GB,Blackview,Zeno 10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,75990.0
Blackview Zeno 5 8GB/128GB,Blackview,Zeno 5,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,66990.0
Apple iPad 2 (Used),Apple,Ipad,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Other,16500.0
Blackview Tab 90 8GB 128GB,Blackview,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Used,Gampaha,34990.0
Samsung Galaxy Tab A11 Plus 6GB 128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,78899.0
Samsung Galaxy Tab A11 8GB 128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,66499.0
Samsung Galaxy Tab A11 4GB 64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,44799.0
Samsung Galaxy Tab A11 4GB 64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,47999.0
Xiaomi Redmi Pad Pro 5G 04,Xiaomi,Redmi Pad Pro,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Colombo,127990.0
Xiaomi Redmi Pad 2 8GB/256GB 04,Xiaomi,Redmi Pad,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,93990.0
Xiaomi Redmi Pad 2 4GB/128GB,Xiaomi,Redmi Pad,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,71490.0
Oscal Bolt 2 8GB/128GB,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,65990.0
Oscal Pad 9 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Oscal Pad 7 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Tablet,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Other,12500.0
64gb,Other,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Used,Batticaloa,54000.0
Samsung Galaxy A2 S,Samsung,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Gampaha,30000.0
TCL 10 Tab Max,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,40000.0
Crelander Tab 128GB,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Kandy,28000.0
Apple iPad A16 128gb 11 inches,Apple,Ipad,128.0,6.0,WiFi / Standard,11 Inch,Brand New,Colombo,149990.0
Apple iPad A16,Apple,Ipad,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Gampaha,135000.0
Blackview Tab 60 Pro 4GB/128GB 07,Blackview,Tab 60,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,57990.0
SAMSUNG S10FE 12GB/256GB WIFI 06,Samsung,Standard Tablet,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,157490.0
Samsung Galaxy Tab A11 4GB/64GB 09,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,49990.0
SAMSUNG S10FE 12GB/256GB WIFI 08,Samsung,Standard Tablet,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,157490.0
Oscal Pad 200 04,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,83990.0
Xiaomi Redmi Pad Pro 5G 6GB/128GB 03,Xiaomi,Redmi Pad Pro,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,114490.0
Oscal Pad 9 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Samsung Galaxy S10 FE Plus 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,172490.0
SAMSUNG TAB S10 FE 12GB/256GB 5G 03,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,204490.0
Samsung Galaxy Tab S10 FE 12GB/256GB 5G 01,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,204490.0
iPad 11th Generation 128GB Wifi,Apple,Ipad,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,146999.0
Tablet A9,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Other,5000.0
Samsung Galaxy Tab S10 FE 12GB/256GB 5G 03,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,204490.0
Honor Pad X8B 4GB 128GB,Honor,Pad X8,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,84899.0
Samsung Galaxy S10 Lite 6GB/128GB 5G,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,132490.0
Samsung Galaxy S10 Lite 6GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,100490.0
Samsung Galaxy Tab A11 Plus 6GB/128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,82490.0
Honor Pad X8B 4GB/128GB,Honor,Pad X8,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,87990.0
Blackview Zeno 10 6GB/128GB,Blackview,Zeno 10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,75990.0
Blackview Zeno 5 8GB/128GB,Blackview,Zeno 5,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,66990.0
Xiaomi Redmi Pad Pro 5G,Xiaomi,Redmi Pad Pro,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Colombo,127990.0
Xiaomi Redmi Pad 2 8GB/256GB,Xiaomi,Redmi Pad,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,93990.0
Xiaomi Redmi Pad 2 8GB/256GB,Xiaomi,Redmi Pad,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,93990.0
Xiaomi Redmi Pad 2 4GB/128GB,Xiaomi,Redmi Pad,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,71490.0
"Azpen A1045DRI 10.1"" Tablet ( )",Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.1 Inch,Used,Gampaha,9000.0
Oscal Bolt 2 8GB/128GB,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,65990.0
Apple iPad A16 With Pen Cover,Apple,Ipad,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Kandy,119000.0
Xiaomi Pad Pro 5G 8GB|256GB,Xiaomi,Mi Pad,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,126990.0
Samsung Galaxy Tab A11 8GB/128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,66490.0
Honor X9A Tab With Cover 8GB/256GB,Honor,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,105990.0
Samsung Galaxy S9 EF+ 5G,Samsung,Standard Tablet,64.0,4.0,5G + WiFi,10.0 Inch,Used,Colombo,165000.0
Xiaomi Pad Pro 5G 6GB|128GB,Xiaomi,Mi Pad,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,114490.0
Redmi Pad 2 8GB|256GB,Redmi,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,92990.0
Honor X9A With Pen 8GB/256GB,Honor,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,112490.0
Redmi Pad 2 4GB|128GB,Redmi,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,70490.0
Honor Tab X7 4GB/128GB,Honor,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,46990.0
Honor Tab X8b 4GB/128GB,Honor,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,86990.0
Honor Tab X9A with Cover 8GB|256GB,Honor,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,104990.0
Samsung Galaxy S10 FE 8GB/128GB 5G,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,157990.0
Honor Tab X9A with Pen 8GB|256GB,Honor,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,111490.0
Oscal Pad 200 6GB|256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,82990.0
Samsung Galaxy Tab S10 LITE 8GB/256GB Wifi,Samsung,Galaxy Tab S10,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,132490.0
Oscal Tab Bolt 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,64990.0
Oscal Pad 9 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Blackview Link 2 Wifi 4GB/128GB,Blackview,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,42490.0
Oscal Pad 7 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Blackview Tab Zeno 5 58GB|128GB,Blackview,Zeno 5,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,65990.0
Blackview Tab Mega 2 12GB|256GB,Blackview,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,87490.0
Blackview Tab Zeno 10 6GB|128GB,Blackview,Zeno 10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,74990.0
Blackview Tab 60 Pro 4GB|128GB,Blackview,Tab 60,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Blackview Tab Link 2 WIFI 4GB|128GB|001,Blackview,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,41490.0
Greentel Tab A10 Pro 4GB|128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,50990.0
Apple iPad 10 th Gen 64GB,Apple,Ipad 10,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,65000.0
Greentel Tab A9 Pro 4GB|64GB|05,Other,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,37990.0
Samsung Galaxy Tab S10 FE Plus 5G 8GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,232490.0
Samsung Galaxy Tab S10 FE Plus WIFI 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,172490.0
Samsung Galaxy Tab S10 FE Plus 5G 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,190490.0
Samsung Galaxy Tab S10 FE 5G 12GB|256GB|001,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,204490.0
Samsung Galaxy Tab S10 FE WIFI 12GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,157490.0
Samsung Galaxy Tab S10 FE 5G 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,157990.0
Samsung Galaxy Tab S10 FE WIFI 8GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,124990.0
Apple iPad A16 128GB,Apple,Ipad,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,189990.0
Apple iPad A16 128GB Wifi,Apple,Ipad,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,154490.0
Samsung Galaxy Tab S10 Lite 5G 8GB|256GB,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,146490.0
Samsung Galaxy Tab A11 8GB/128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,66490.0
Samsung Galaxy Tab S10 Lite 5G 6GB|128GB,Samsung,Galaxy Tab S10,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,123490.0
Samsung Galaxy A11 4GB/64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,49990.0
Samsung Galaxy S10 FE Plus 8GB/128GB 5G,Samsung,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,190490.0
